original_title,genre_ids,popularity,vote_average,vote_count,year
Songs for Amy,"[10402, 18]",0.6,6.0,1,2012
The Savoy King: Chick Webb & the Music That Changed America,[],0.6,6.0,1,2012
A Truncated Story of Infinity,[18],0.6,6.0,1,2012
The Fourth World,[99],0.6,6.0,1,2012
Dora the Explorer: Dora's Rescue in Mermaid Kingdom,[],0.6,6.0,1,2012
Apocalypse Pooh,"[16, 35]",0.6,6.0,2,1987
Watershed: Exploring a New Water Ethic for the New West,[],0.6,6.0,2,2012
Menhaden: The Most Important Fish in the Bay,[],0.6,6.0,1,2012
Hitler's Secret Attack on America,[99],0.6,6.0,2,2012
Vesuvius,[27],0.6,6.0,2,2012
Missing in the Mansion,[27],0.6,6.0,1,2012
Cinema Six,[35],0.6,6.0,1,2013
The Joy Of Disco,"[10402, 99]",0.6,6.0,1,2012
Jackpot,[35],0.6,6.0,1,2012
Murder University,[],0.6,6.0,1,2012
The Haunting at Danford Cabin,"[27, 16]",0.6,6.0,1,2012
Khong lang nam,[],0.6,6.0,2,2012
Hannah Has a Ho-Phase,"[10749, 35]",0.6,6.0,1,2013
Simple Mind,[18],0.6,6.0,1,2012
Nic & Jerry Get OFF,"[99, 35]",0.6,6.0,1,2012
The 10 Commandments of Chloe,[18],0.6,6.0,1,2012
"Marvin, Seth and Stanley","[35, 18]",0.6,6.0,1,2012
Drugged: High on Alcohol,[99],0.6,6.0,1,2012
So Pretty,[],0.6,6.0,1,2012
Expo,"[18, 878]",0.6,6.0,1,2012
The Black Belle,[],0.6,6.0,1,2012
Between Friends,[18],0.6,6.0,1,2012
Battle of the Pacific,"[10752, 18]",0.6,6.0,1,2012
I Am Nasrine,[],0.6,6.0,1,2012
The Casserole Club,[],0.6,6.0,1,2012
Uprising,[99],0.6,6.0,1,2012
Elvis Presley: Prince from Another Planet,[],0.6,6.0,1,2012
Picture Paris,[],0.6,6.0,1,2012
The Magic Hockey Skates,"[16, 10751]",0.6,6.0,1,2012
Mel Brooks Strikes Back!,[99],0.6,6.0,1,2012
Sex for Sale: American Escort,[99],0.6,6.0,1,2012
The Cat in the Hat Knows a Lot About Christmas!,"[14, 10751, 16, 10402]",0.6,6.0,2,2012
A Brief History of John Baldessari,[99],0.6,6.0,1,2012
RINGO or: The Story of a Couple Who Tried to Revitalize Their Relationship But Instead Ruined a Child,[],0.6,6.0,1,2012
Heathens and Thieves,"[28, 37]",0.6,6.0,2,2012
Decoding Deepak,[99],0.6,6.0,2,2012
40 Minutes of Hell,[99],0.6,6.0,1,2012
Consuming Spirits,[16],0.6,6.0,2,2012
The International Sign for Choking,[],0.6,6.0,1,2012
We Are Skateboarders,[],0.6,6.0,1,2012
Shepard & Dark,[99],0.6,6.0,4,2012
Drei Sterne - Die Köche und die Sterne,[99],0.6,6.0,4,2012
Miegančių drugelių tvirtovė,[18],0.6,6.0,1,2012
Save the Titanic With Bob Ballard,[99],0.6,6.0,1,2012
"Wild Horse, Wild Ride","[99, 37]",0.6,6.0,1,2012
Low & Clear,[99],0.6,6.0,2,2012
A Sister's Call,[],0.6,6.0,1,2012
An Ordinary Family,"[35, 18]",0.6,6.0,1,2012
Art Is... The Permanent Revolution,[99],0.6,6.0,1,2012
렛 미 아웃,[27],0.6,6.0,1,2012
The Tsunami and the Cherry Blossom,[99],0.6,6.0,2,2012
Scorpions: Get Your Sting & Blackout Live,[10402],0.6,6.0,3,2012
"Nancy, Please",[18],0.6,5.9,5,2012
Re:Generation Music Project,"[10402, 99]",0.6,5.9,5,2012
We The Tiny House People,[99],0.6,5.9,4,2012
Sovia: Death Hospital,"[27, 53]",0.6,5.9,4,2012
Superhero,[18],0.6,5.8,3,2012
Hatfields and Mccoys:  Bad Blood,"[18, 28, 12]",0.6,5.8,6,2012
Entre Les Bras,[99],0.6,5.8,5,2012
Rape for Profit,"[99, 18]",0.6,5.8,4,2012
ดุ ดวล ดิบ,[28],0.6,5.8,2,2012
The Singularity Is Near,[99],0.6,5.8,2,2012
Amazing Love,[18],0.6,5.8,6,2012
Tumult,[],0.6,5.7,5,2012
The Selling,[35],0.6,5.7,5,2011
Atom the Amazing Zombie Killer,"[35, 27]",0.6,5.7,3,2012
Exoids,"[16, 878]",0.6,5.7,3,2012
Children of the Air,"[10749, 18]",0.6,5.7,3,2012
A Silent Truth,[],0.6,5.7,3,2012
Steve Jobs: Visionary Genius,[99],0.6,5.7,3,2012
Payback Season,"[18, 28]",0.6,5.7,3,2012
Collapse,"[27, 53]",0.6,5.7,6,2012
Teens Like Phil,"[10749, 18]",0.6,5.6,8,2012
A MusiCares Tribute to Barbra Streisand,[10402],0.6,5.6,4,2012
P.O.E. : Project of Evil,[27],0.6,5.6,5,2012
Obsession,"[10770, 18, 53]",0.6,5.6,5,2012
Silent Hill 2: The Movie,[27],0.6,5.5,2,2012
Une histoire naturelle du rire,[99],0.6,5.5,2,2012
Endless,[27],0.6,5.5,2,2012
Jennifer,"[18, 35]",0.6,5.5,1,2012
Shadow Witness,[9648],0.6,5.5,1,2012
The Olivia Experiment,[],0.6,5.5,1,2012
Transcendence,[],0.6,5.5,2,2012
The Eyes of Thailand,[99],0.6,5.5,1,2012
Dark Measures,[],0.6,5.5,1,2012
Skin,[],0.6,5.5,2,2012
Chainsaw Maid 3,"[27, 16]",0.6,5.5,2,2012
Trailer Park Jesus,"[35, 10749]",0.6,5.5,2,2012
Centre Place,[],0.6,5.5,2,2012
Night Ranger: 24 Strings & A Drummer - Live & Acoustic,[],0.6,5.5,1,2012
Unfit: Ward vs. Ward,[99],0.6,5.5,1,2012
Pawn Shop,[],0.6,5.5,1,2012
Overtime,"[878, 35, 27]",0.6,5.5,4,2012
CatCam,[99],0.6,5.5,2,2012
Tectonics,[],0.6,5.5,2,2012
Behind the Mirrors,[],0.6,5.5,2,2012
Spirit of a Denture,[],0.6,5.5,2,2012
Comic Store Heroes,[],0.6,5.5,2,2012
The Woodsman,"[28, 27, 18, 53]",0.6,5.5,3,2012
Paradis Perdu,[18],0.6,5.5,6,2012
Todo el mundo tiene a alguien menos yo,[18],0.6,5.5,4,2012
Tiger Tail in Blue,[18],0.6,5.5,2,2012
Bill Bellamy: Crazy Sexy Dirty,[35],0.6,5.5,1,2012
Cartas a Elena,[18],0.6,5.5,2,2012
"Life, Love, Soul",[],0.6,5.5,2,2012
Paraísos artificiales,[18],0.6,5.5,2,2012
The Silent Thief,[53],0.6,5.4,5,2012
Fray,[18],0.6,5.4,4,2014
Meltdown,[28],0.6,5.4,4,2009
The Island President,[99],0.6,5.4,5,2012
Allegiance,"[28, 53]",0.6,5.4,11,2012
B4,[],0.6,5.3,3,2012
Anything but Christmas,"[35, 10749]",0.6,5.3,3,2012
Jake Shimabukuro: Life on Four Strings,"[99, 10402]",0.6,5.3,3,2012
Vacuity,"[18, 878]",0.6,5.3,3,2012
Foreign Letters,[],0.6,5.3,3,2012
Falling Uphill,"[35, 18, 10749]",0.6,5.3,3,2012
They Come to America,[99],0.6,5.3,3,2012
Grounded,[878],0.6,5.3,3,2012
Sedona,"[12, 35, 18, 10751]",0.6,5.3,5,2012
Todd Barry: Super Crazy,[35],0.6,5.3,5,2012
La pelea de mi vida,[10751],0.6,5.3,2,2012
Roses,[18],0.6,5.3,2,2012
Death Rattle,[27],0.6,5.3,2,2012
Water on Mars,"[18, 53]",0.6,5.3,2,2012
Bloodline,[18],0.6,5.3,2,2012
The Reality of Me,[99],0.6,5.3,3,2012
Valentina Lisitsa: Live at the Royal Albert Hall,"[10402, 10751]",0.6,5.3,2,2012
"Yes, I'm Gary","[18, 35]",0.6,5.3,2,2012
Broken Roads,[18],0.6,5.3,2,2012
The Legend of Zelda: Timeline,[99],0.6,5.3,2,2012
Paul McCartney: Live Kisses,[10402],0.6,5.3,2,2012
Dust Up,"[35, 28]",0.6,5.3,4,2012
วาเลนไทน์ สวีทตี้,"[35, 18]",0.6,5.3,2,2012
Knife Fight,[18],0.6,5.2,20,2013
Meanwhile in Mamelodi,[99],0.6,5.2,3,2012
Surviving Family,"[18, 10749]",0.6,5.1,4,2014
The Chase,[16],0.6,5.1,5,2012
Strictly Irish Dancing,[99],0.6,5.0,1,2012
The Curse of the Un-kissable Kid,"[35, 10751]",0.6,5.0,1,2012
2 Days: Portrait of a Fighter: Brandon Rios,[],0.6,5.0,1,2012
2 Days: Adrien Broner (HBO Sports),[99],0.6,5.0,1,2012
The Apple Tree,"[18, 10749]",0.6,5.0,1,2012
The Joy Of The Single,[],0.6,5.0,2,2012
Good Farm,[99],0.6,5.0,1,2012
Y: The Last Man Rising,"[28, 878]",0.6,5.0,2,2012
The Fake,"[35, 80, 28]",0.6,5.0,1,2012
The Slender Man,[27],0.6,5.0,3,2012
Warp and Weft: A Snapshot of Raw Denim in the United States,[99],0.6,5.0,1,2012
"Swords, Knives, Very Sharp Objects and Cutlery",[],0.6,5.0,1,2012
Mold,[],0.6,5.0,1,2012
Pizza Shop,[],0.6,5.0,1,2012
Gooby Pls,[],0.6,5.0,1,2012
The Hiccup,[],0.6,5.0,1,2012
Ben's Vortex,[99],0.6,5.0,1,2012
Grave Torture,[27],0.6,5.0,1,2012
Love and Germophobia,[35],0.6,5.0,1,2012
Star Trek Secret Voyage: Whose Birth These Triumphs Are,[878],0.6,5.0,1,2012
Blood Rites,[27],0.6,5.0,1,2012
Waiting For You,"[14, 18]",0.6,5.0,1,2012
House of Horrors: Gates of Hell,[27],0.6,5.0,2,2012
Camel Caravan,[],0.6,5.0,1,2012
Check Your Body at the Door,[],0.6,5.0,1,2012
Spectres,[],0.6,5.0,2,2012
Mr. Nookayya,[],0.6,5.0,1,2012
Jerry & Maggie: This Is Not Photography,[99],0.6,5.0,1,2012
Postcard From 1952,[],0.6,5.0,1,2012
Shattered,"[28, 12, 18]",0.6,5.0,1,2012
Dark Surface,"[878, 14, 27]",0.6,5.0,1,2012
Becoming Blond,[35],0.6,5.0,1,2012
Sam,[],0.6,5.0,1,2012
Thomas & Friends: A Very Thomas Christmas,[],0.6,5.0,1,2012
Deadly Presence,[27],0.6,5.0,1,2012
The Man from Orlando,[35],0.6,5.0,1,2012
In Search of Avery Willard,[99],0.6,5.0,1,2012
Soldier of Destiny,"[18, 28]",0.6,5.0,1,2012
Dead Kansas,"[27, 35]",0.6,5.0,1,2012
Claycat's Evil Dead II,"[16, 27]",0.6,5.0,1,2012
The Mistake,"[35, 27]",0.6,5.0,1,2012
Vendetta,"[28, 18]",0.6,5.0,1,2012
A Zombie Invasion,[27],0.6,5.0,3,2012
Wild Alaska,[99],0.6,5.0,1,2013
Broken Specs,"[35, 18]",0.6,5.0,1,2012
Dakota,[18],0.6,5.0,1,2012
Dead Herring,"[18, 35, 9648]",0.6,5.0,1,2012
Cherry Waves,[],0.6,5.0,1,2012
Not Yet Begun to Fight,"[99, 18]",0.6,5.0,1,2012
Stud Life,"[18, 10749]",0.6,5.0,1,2012
Modest Mouse: The Lonesome Crowded West,"[10402, 99]",0.6,5.0,1,2012
Life and Freaky Times of Uncle Luke,[],0.6,5.0,1,2012
Wildness,[99],0.6,5.0,1,2012
Catnip: Egress to Oblivion?,[],0.6,5.0,2,2012
Profane,[53],0.6,5.0,1,2012
Must Come Down,[],0.6,5.0,1,2012
Prazdnik Vzaperti,"[35, 10749]",0.6,5.0,1,2012
Open Five 2,[18],0.6,5.0,1,2012
El Medico: The Cubaton Story,[99],0.6,5.0,2,2012
Paranormal Case Files: Ghost Investigations,[27],0.6,5.0,2,2012
Money and Medicine,[99],0.6,5.0,1,2012
Stealing Summers,[],0.6,5.0,1,2012
The Normals,[],0.6,5.0,2,2012
Horgasm: A Love Story,[],0.6,5.0,2,2012
The Russian Winter,[99],0.6,5.0,1,2012
High Ground,[99],0.6,5.0,1,2012
Trooper and the Legend of the Golden Key,[10751],0.6,5.0,1,2012
Little Monsters,[10751],0.6,5.0,2,2012
Pictures of Superheroes,[35],0.6,5.0,1,2012
Doctored,[99],0.6,5.0,1,2012
First Cousin Once Removed,[99],0.6,5.0,1,2012
Menatek Ha-maim,[18],0.6,5.0,1,2012
Death By China,[99],0.6,5.0,3,2012
Earrings,[],0.6,5.0,1,2012
ปัญญา เรณู 2,"[18, 35]",0.6,5.0,1,2012
L5,[878],0.6,5.0,1,2012
Simply Red: Live at Montreux 2003,[10402],0.6,5.0,1,2012
Bill W.,[99],0.6,5.0,1,2012
Empire Builder,[],0.6,5.0,1,2012
You Hurt My Feelings,"[18, 10749]",0.6,5.0,1,2012
The Beat Hotel,[99],0.6,5.0,1,2012
The Mechanical Bride,[],0.6,5.0,1,2012
Follow Me: The Yoni Netanyahu Story,"[99, 10752]",0.6,5.0,1,2012
Koch Brothers Exposed,[99],0.6,5.0,1,2012
Un Mundo Secreto,[],0.6,5.0,3,2012
Pilgrim Song,[18],0.6,5.0,1,2012
Walk Away Renee,[],0.6,5.0,1,2012
Seeking Asian Female,[99],0.6,5.0,2,2012
M,"[18, 28, 53]",0.6,5.0,1,2012
1313: Bigfoot Island,"[27, 53]",0.6,5.0,1,2012
Reuniting the Rubins,"[35, 18, 10751]",0.6,5.0,2,2012
The Doors: Mr. Mojo Risin' - The Story of LA Woman,"[99, 10402]",0.6,5.0,4,2012
Love Free or Die,[99],0.6,5.0,1,2012
China Heavyweight,[99],0.6,5.0,1,2012
Jean Gentil,[18],0.6,5.0,1,2012
"You Lie, You Die",[53],0.6,4.9,12,2012
Here Build Your Homes,[18],0.6,4.8,3,2012
Genetic Roulette: The Gamble of our Lives,[99],0.6,4.8,5,2012
The Black Kung Fu Experience,"[99, 36]",0.6,4.8,2,2012
Ready or Not,[],0.6,4.8,2,2012
Kagemono: The Shadow Folk,[16],0.6,4.8,2,2012
Love Sick Love,[53],0.6,4.7,9,2012
Changing Hearts,[10751],0.6,4.7,3,2012
Una Furtiva Lagrima,[],0.6,4.7,3,2012
Meant to Be,[18],0.6,4.7,3,2012
Life Is Not a Fairytale: The Fantasia Barrino Story,"[18, 10402]",0.6,4.7,3,2012
The Diary of Preston Plummer,"[18, 10749]",0.6,4.7,3,2012
The Year After Infection,[27],0.6,4.6,4,2012
The Southern Belle,[18],0.6,4.6,4,2012
Stolen Child,[18],0.6,4.6,8,2012
Daddy,[27],0.6,4.5,2,2012
Deflated,[],0.6,4.5,2,2012
Mother's Milk,"[53, 18]",0.6,4.5,2,2012
The Most Girl Part of You,"[35, 18]",0.6,4.5,2,2012
Human Lampshade: A Holocaust Mystery,"[9648, 99, 10752]",0.6,4.5,2,2012
The Death of April,"[9648, 27]",0.6,4.5,2,2012
Behind a Hill,"[99, 10402]",0.6,4.5,2,2012
The Phoenix Rises,"[53, 878]",0.6,4.5,3,2012
I Am Street Fighter,[99],0.6,4.5,3,2012
Pokémon: The After Years,[],0.6,4.5,2,2012
Hellion,[],0.6,4.5,2,2012
Choose Your Adventure,"[28, 99]",0.6,4.5,2,2012
Because I Love You,[],0.6,4.5,2,2012
Всё просто,"[18, 35, 10749]",0.6,4.5,2,2012
Gut Renovation,[],0.6,4.5,2,2012
Underwater Thailand: Swimming with Sharks,[99],0.6,4.5,2,2012
Tumbleweed!,[],0.6,4.5,2,2012
"One Nation Under Dog:  Stories of Fear, Loss and Betrayal",[99],0.6,4.5,2,2012
Mark Kozelek On Tour: A Documentary,"[99, 10402]",0.6,4.5,1,2012
Goodnight for Justice: The Measure of a Man,[37],0.6,4.5,3,2012
Richard's Wedding,[35],0.6,4.5,2,2012
Francine,[18],0.6,4.5,2,2012
Closed Circuit Extreme,[27],0.6,4.4,4,2012
3 of a Kind,[],0.6,4.3,3,2012
War of the Worlds the True Story,"[28, 27, 878]",0.6,4.3,7,2012
Neil Young with Crazy Horse - Psychedelic Pill,[10402],0.6,4.3,2,2012
Grand Kankakee Marsh: Everglades of the North,"[99, 36]",0.6,4.3,2,2012
The Blues Broads,[10402],0.6,4.3,2,2012
Without a Fight,[99],0.6,4.3,2,2012
The 'Ring' Without Words,[10402],0.6,4.3,2,2012
Steve Harvey's Grand Finale,[35],0.6,4.3,2,2012
Seeds of Death: Unveiling the Lies of GMOs,[99],0.6,4.3,2,2012
I Am Not a Rock Star,"[99, 10402]",0.6,4.3,2,2012
Thuy Nga Paris By Night 105,[10402],0.6,4.3,2,2012
She's Not Alone!,[27],0.6,4.3,2,2012
Bending Colours,"[28, 99, 12]",0.6,4.3,2,2012
OMG,[35],0.6,4.3,2,2012
Southern Girls,[18],0.6,4.3,2,2012
Halo Effect,"[12, 99]",0.6,4.3,2,2012
"Crosby, Stills & Nash - CSN 2012",[10402],0.6,4.3,2,2012
Strength in Numbers,[99],0.6,4.1,4,2012
Loop,"[80, 18, 53]",0.6,4.0,1,2012
Attacked on Set,[27],0.6,4.0,1,2012
Ellen Is Leaving,"[10749, 18]",0.6,4.0,1,2012
Kiss Me,[],0.6,4.0,1,2012
Teenape Vs. The Monster Nazi Apocalypse,[],0.6,4.0,1,2012
Spacebound,"[878, 16, 12, 10751, 14]",0.6,4.0,1,2012
Watchers 4: On the Edge,[99],0.6,4.0,1,2012
Cybornetics,[878],0.6,4.0,1,2012
Ghost Attack on Sutton Street: Poltergeists and Paranormal Entities,[],0.6,4.0,1,2012
419,[],0.6,4.0,1,2012
Slaughter Daughter,[27],0.6,4.0,1,2012
Milk?,[99],0.6,4.0,1,2012
Hamster Hell,"[35, 16, 27]",0.6,4.0,1,2012
Nightscape,"[27, 28]",0.6,4.0,5,2012
Just the Vampire Hunter,"[27, 28]",0.6,4.0,1,2012
Postscript,[],0.6,4.0,1,2012
House of Ghosts,"[27, 878]",0.6,4.0,1,2012
Lynching Charlie Lynch,[99],0.6,4.0,2,2012
Guitar Artistry Of: Harry Manx - Raga Meets The Blues,[10402],0.6,4.0,1,2012
No One Will Know,[53],0.6,4.0,2,2012
DGK: Parental Advisory,[99],0.6,4.0,3,2012
Blood Reunion,[],0.6,4.0,1,2012
Burlesque Assassins,[35],0.6,4.0,4,2012
Madonna: Live at the Olympia,[],0.6,4.0,3,2012
Backstage at Budz House,[],0.6,4.0,2,2012
Reveal The Path,[],0.6,4.0,1,2012
Oscar Peterson's  Easter Suite,[10402],0.6,4.0,2,2012
"Café Regular, Cairo",[],0.6,4.0,1,2012
Cartel War,"[80, 28]",0.6,4.0,1,2012
Red Flag,[35],0.6,4.0,3,2012
Rest,"[18, 14]",0.6,4.0,1,2012
The Music Teacher,[],0.6,4.0,1,2012
Cocaine Unwrapped,[99],0.6,4.0,1,2012
1313: Billy the Kid,"[37, 53]",0.6,4.0,2,2012
Faust's Other: An Idyll,[18],0.6,4.0,1,1988
El muerto y ser feliz,"[18, 35]",0.6,3.9,5,2013
Money Shot,[35],0.6,3.8,3,2012
Reboot,[],0.6,3.8,5,2012
Leaving D.C.,"[9648, 18, 27]",0.6,3.8,4,2012
Aerosmith: Videos from Another Dimension,[10402],0.6,3.8,2,2012
I Fenicotteri,"[18, 10751]",0.6,3.8,2,2012
Sorority Party Massacre,"[28, 53, 27]",0.6,3.8,16,2012
Return To Forever - The Mothership Returns,[10402],0.6,3.8,2,2012
"Dear Suburbia,",[99],0.6,3.8,2,2012
The Goat Rodeo Sessions Live,[10402],0.6,3.8,2,2012
Coffees,[35],0.6,3.8,2,2012
Paul Mooney: The Godfather of Comedy,"[35, 10770]",0.6,3.8,2,2012
Happy New Year,"[10752, 18]",0.6,3.7,3,2012
Blue Hole,"[14, 27]",0.6,3.7,3,2012
Feast of the Assumption: BTK and the Otero Family Murders,[99],0.6,3.7,3,2012
Cyber Seduction,"[10770, 28, 18, 9648]",0.6,3.7,3,2012
MP2V,"[80, 27]",0.6,3.5,2,2012
Indemnity: Rage of a Jealous Vampire,"[18, 27, 9648, 53]",0.6,3.5,2,2012
A Handful of Pennies,"[18, 53]",0.6,3.5,2,2012
Avarice,[878],0.6,3.5,1,2012
Sir Billi,"[16, 12, 35]",0.6,3.5,5,2012
Monseñor: The Last Journey of Óscar Romero,[99],0.6,3.5,2,2012
Man from Shaolin,[],0.6,3.5,1,2012
Hammerfall: Gates of Dalhalla,[10402],0.6,3.5,1,2012
Mommy's Little Monster,[27],0.6,3.5,1,2012
Cougars,[27],0.6,3.5,2,2012
Return to Blood Fart Lake,[27],0.6,3.3,2,2012
Naran Ja,[99],0.6,3.3,4,2012
Deliverance from Evil,[],0.6,3.3,2,2012
Return of the Moonwalker,[35],0.6,3.3,4,2012
Nazi UFO Conspiracy,[99],0.6,3.3,3,2012
To Fetch a Predator,[],0.6,3.0,1,2012
Project October,[],0.6,3.0,1,2012
At the end,"[18, 878]",0.6,3.0,1,2012
Steve Phoenix: The Untold Story,[18],0.6,3.0,2,2012
The Invaders: Genesis,[],0.6,3.0,1,2012
New World Order,[],0.6,3.0,1,2012
Korzina,[18],0.6,3.0,1,2012
Gallery Of Fear,[27],0.6,3.0,2,2012
Horror House,[27],0.6,3.0,1,2012
Jay Mohr: Funny for a Girl,[35],0.6,3.0,2,2012
Somebody's Child,[18],0.6,3.0,1,2012
Sloppy the Psychotic,[27],0.6,3.0,1,2012
Liars Fires and Bears,[],0.6,3.0,3,2012
The Exquisite Corpse Project,"[99, 35]",0.6,3.0,3,2012
Winning Favor,[10751],0.6,3.0,2,2012
Beautiful Planet - Spain & Portugal,[],0.6,3.0,1,2012
American Maniacs,"[18, 27, 53]",0.6,3.0,2,2012
Ralphie May: Too Big to Ignore,[35],0.6,3.0,2,2012
A.K.A. Doc Pomus,[99],0.6,2.8,2,2012
Roulette,"[18, 53]",0.6,2.8,2,2012
Here,[18],0.6,2.5,2,2012
Model Minority,[18],0.6,2.5,2,2012
Rascal Flatts: All Access and Uncovered: The Making of Changed and Beyond,[],0.6,2.5,1,2012
New Order,[],0.6,2.5,4,2012
A Dangerous Place,[80],0.6,2.5,2,2012
"""Legitimate Rape"" Pharmaceutical Ad","[35, 80]",0.6,2.3,2,2012
Dance Fu,[35],0.6,2.3,2,2012
Prometheus Trap,[878],0.6,2.2,3,2012
The Chauffeur,[35],0.6,2.0,1,2012
Fifty Shades of Blue,[35],0.6,2.0,3,2012
Undead Apocalypse,[27],0.6,2.0,1,2012
Camera Phone,[27],0.6,2.0,1,2012
Off Season,[27],0.6,2.0,1,2012
Creeping Crawling,[],0.6,2.0,2,2012
Stitch in Time,"[80, 18]",0.6,2.0,1,2012
Dystopia: 2013,[878],0.6,2.0,1,2012
The War on Health: The FDAs Cult of Tyranny,[99],0.6,2.0,1,2012
The Freedom of Silence,[],0.6,2.0,1,2012
Backroad,"[53, 27, 18]",0.6,2.0,1,2012
Uwharrie,[],0.6,2.0,1,2012
101 Zombies,[],0.6,2.0,1,2012
The Fugue,"[27, 53]",0.6,2.0,2,2012
WaterWalk,[],0.6,2.0,1,2012
After the Dawn,"[27, 878]",0.6,2.0,1,2012
Last Words,[28],0.6,2.0,1,2012
Zombified,[],0.6,2.0,1,2012
1313: Bermuda Triangle,"[878, 14]",0.6,2.0,3,2012
Dark Watchers: The Women in Black,[878],0.6,1.7,3,2012
Darkest Night,"[27, 18]",0.6,1.6,4,2012
Iconoclast,[14],0.6,1.5,2,2012
William and Kate: A First Anniversary Celebration,[],0.6,1.5,1,2012
Face: A Frat Party Massacre,"[53, 27]",0.6,1.5,2,2012
Locked in a Room,[27],0.6,1.5,2,2012
My Name Is 'A' by Anonymous,"[53, 80, 9648]",0.6,1.5,2,2012
Divination,"[28, 14, 53]",0.6,1.5,2,2012
Вождь разнокожих,"[10751, 35]",0.6,1.5,2,2012
"The Video Diary of Madi O, the Final Entries",[],0.6,1.3,3,2012
Iskateli Priklyucheniy,"[35, 12]",0.6,1.3,3,2012
1313: UFO Invasion,[878],0.6,1.2,3,2012
Narco Bling,[99],0.6,1.0,1,2012
Cool Cat Stops Bullying,"[28, 18, 10751]",0.6,1.0,1,2012
A Few Brains More,[],0.6,1.0,1,2012
EXHIBIT X,"[53, 80, 27]",0.6,1.0,1,2012
Something From Nothing: A Conversation with Richard Dawkins and Lawrence Krauss,"[36, 99]",0.6,1.0,1,2012
Paranormal Haunting: The Curse of the Blue Moon Inn,[],0.6,1.0,1,2012
Roundabout American,[35],0.6,1.0,1,2012
The Tale of the Voodoo Prostitute,[],0.6,1.0,1,2012
Life's an Itch,"[35, 10749]",0.6,1.0,1,2012
Community Service the Movie,[27],0.6,1.0,1,2012
The Haunting of Pearson Place,[27],0.6,1.0,1,2012
Trashology,[35],0.6,1.0,2,2012
HBO Boxing: Pacquiao vs Marquez IV,[28],0.6,1.0,1,2012
Любовь в СССР,"[10749, 18]",0.6,1.0,1,2012
"Big Guns, Bigger Heroes: The 1980's and the Rise of the Action Film",[99],0.6,1.0,1,2012
Elvis Found Alive,[],0.6,1.0,1,2012
Immortal Kiss: Queen of the Night,"[27, 53]",0.6,1.0,1,2012
The Adventures of Scooter the Penguin,"[10751, 16]",0.6,1.0,1,2012
Suddenly Single,[],0.6,1.0,1,2012
Felipe Esparza: They're Not Gonna Laugh At You,"[35, 10770]",0.6,1.0,1,2012
Elephant Sighs,[35],0.6,1.0,1,2012
Alien from Area 51: The Alien Autopsy Footage Revealed,[],0.6,1.0,1,2012
Prikazano Zhenit,"[35, 10749]",0.6,1.0,1,2012
Blood Fare,"[28, 18, 53]",0.6,1.0,1,2012
ECW: Bloodsport - The Most Violent Matches,[],0.6,0.5,1,2012
All Ages: The Boston Hardcore Film,"[99, 10402]",0.6,0.5,1,2012
Strategic Relocation,[],0.6,0.5,1,2012
Slow Fade,"[18, 10751]",0.6,0.5,2,2012
American Marriage,"[18, 10749]",0.6,0.5,2,2012
One of My Kind,"[99, 10402]",0.6,0.5,2,2012
"Pass the Salt, Please","[35, 10749]",0.6,0.0,1,2012
Belly,[16],0.6,0.0,1,2012
Iron Man 3,"[28, 12, 878]",32.093,6.9,14155,2013
Thor: The Dark World,"[28, 12, 14]",31.014,6.7,10171,2013
The Wolf of Wall Street,"[80, 18, 35]",29.518,7.9,12411,2013
Gravity,"[878, 53, 18]",27.836,7.2,9586,2013
Man of Steel,"[28, 12, 14, 878]",27.667,6.5,9758,2013
Frozen,"[16, 12, 10751]",26.183,7.3,9767,2013
47 Ronin,"[18, 28, 12, 14]",25.049,6.0,2080,2013
The Purge,"[878, 27, 53]",24.364,6.2,4797,2013
R.I.P.D.,"[14, 28, 35, 80]",21.377,5.6,2047,2013
The Hobbit: The Desolation of Smaug,"[12, 14, 28]",21.275,7.6,7739,2013
Star Trek Into Darkness,"[28, 12, 878]",20.487,7.4,6182,2013
Monsters University,"[16, 10751]",20.33,7.0,6362,2013
The Hunger Games: Catching Fire,"[12, 28, 878]",20.187,7.4,11170,2013
Despicable Me 2,"[16, 35, 10751]",19.014,6.9,7319,2013
The Conjuring,"[27, 53]",18.886,7.5,5912,2013
Oblivion,"[28, 878, 12, 9648]",18.534,6.5,6850,2013
The Hangover Part III,[35],18.519,6.1,5130,2013
Austenland,"[35, 10749]",18.365,6.6,283,2013
Cloudy with a Chance of Meatballs 2,"[16, 10751, 35]",18.335,6.4,1679,2013
Texas Chainsaw 3D,"[27, 53]",18.256,5.3,780,2013
Escape Plan,"[28, 53]",17.88,6.7,2799,2013
Elysium,"[878, 28, 18, 53]",17.663,6.4,5406,2013
Bullet to the Head,"[28, 80, 53]",17.574,5.4,681,2013
Riddick,"[878, 28, 53]",17.434,6.2,2852,2013
Q,"[18, 10749]",17.125,4.4,180,2013
The Heat,"[28, 35, 80]",16.912,6.6,2441,2013
Pacific Rim,"[28, 878, 12]",16.759,6.8,7632,2013
Snitch,"[53, 18]",16.673,5.9,1493,2013
Now You See Me,"[53, 80]",16.646,7.4,9871,2013
Pain & Gain,"[53, 80, 28, 35]",16.509,6.1,2500,2013
12 Years a Slave,"[18, 36]",16.493,7.9,6631,2013
